SHARE_STATISTIC_ID,UGC_POST_ID,_FIVETRAN_SYNCED
vEoi6ZhMVQnFLo3LiK0G5L5JbQU=,7073007539210125312,2023-06-13
0j/2w31kd32/GYWjllKMbDX4Cd0=,6974765180131942400,2023-06-13
X8jvECQibMwOCAC8qfDMp4GLJMo=,6954759256441028608,2023-06-13
7lCcZy9KQl151xA5EVZgJs7kp8g=,6964964963522076673,2023-06-13
+A7J1JyuFGG9o9Zoj1Z7ytxaDXA=,6945699510144708608,2023-06-13
E+vmLAmRxLbiXUze+qw7PAADxk0=,6973310595899043842,2023-06-13
wScQB/okaOZEkG9zqhsxGtbBUb0=,6961021609377681408,2023-06-13
soaC3dxTlSr6DorbeF/L5mWhRrY=,6971098497143951360,2023-06-13
7uvx+Ci39q041zQyjX2EPwP8m1g=,7016043650023346176,2023-06-13
zEu3gUbpkbW+VNotZPGZiOEBtUs=,6958088765080805376,2023-06-13
fUoXyuoaZl9XOxnwa28ww45D6zE=,6992881581761650688,2023-06-13
b4wxjLqYuHMR51Wla46PCsA43Q8=,6963132012731715584,2023-06-13
sZvQqXJXpDIOoU20koxwDHuwLcA=,6942474596117876737,2023-06-14
2I6zs2tDomA9Qc1AxxLW9GBkiQ0=,6943166556587655168,2023-06-13
GPQygryu+7g+n8u+2+Jd3hMcdhs=,6952577373775015936,2023-06-13
MqmrQTvuWOTXPFbFPI8ZM+tvryg=,6944612357297881088,2023-06-20
R8XjJGykYczJ1x/QfU+HdH3BNDM=,6949708543826558976,2023-07-04
/zsY24Iw4xiWUPdl03RzIavUkDg=,6949729258202173440,2023-07-04
e9p00+Wj9f5kWaugTzIJcvrkI8I=,6950055770562449408,2023-07-05
Zj3czv5KE5bvmVoK4Sb27J+FRdw=,7083079976534642688,2023-07-07
xFhzOHFmkvPw3wWqCR1FvXGgja4=,6953418548136308736,2023-07-14
YSike2VC1P2OEhBbuRVwu+XzOZY=,7075493117113618434,2023-07-15
sDl5rvQMOA1SjKAgBgmUN0/D1MA=,6954502341484048384,2023-07-17
Au/vB7Msoh6NPSfohNEZcu3HvnE=,6956208751854944256,2023-07-22
qE0Zsn2WFlawl4q+7K6MfifuxeQ=,6960245909603377152,2023-08-02
RsxJVinyYxsa7jebXsPq1mlJTAk=,6968167573133651968,2023-08-24
j1EdpMitsuErxcsS23WIzkFCTBA=,7102334360560824320,2023-08-31
OHrekd+sXwZDwCHdxj27QrHEF2E=,6971465703375699968,2023-09-02
j1/EalIt40kdU+h3AAlHolGeB9Y=,6974017918250496000,2023-09-09
l1q1xWh4XyW0bxrv691dLXdlVX8=,6975475712874962946,2023-09-13
FKV2fCyzf++/mtELbHj3t39SLdo=,6976147855887458304,2023-09-15
PmA+SmOM5bDLqiz4+5c9UObdJg0=,7108077618402361345,2023-09-16
0MjuwjvupxG5j3V3o6aXGod3lw4=,7107788280368164864,2023-09-16
qz86HIRZakXGbhQW0eEaaIs8UDg=,7103518442959372288,2023-09-16
SDLymSq7EQjxzYcryyLq881uU8E=,7101352746036957184,2023-09-16
IbSjEdNrXqQUC17wDDuClpqdSE4=,7100839874408169472,2023-09-16
MOQu1wB7LbmA/ut73UiLBQUOXNo=,7080231852652834816,2023-09-16
VlJeHtI2PJAol7Fr/xkYP1RWnW8=,7098046101496233985,2023-09-16
Ohx8vaN9mu915/KWXW4EAiMOdgs=,7091922673261236224,2023-09-16
YCh1NLoAhlInWtfv2Dt9Fv8oW/s=,7088141027940659200,2023-09-16
+C6M1LOZRekALIR7MD53LB50N5M=,7087430680317423616,2023-09-16
wmJCyi3PSgXGfuaKcfGx8yHkwdU=,7078001737273356288,2023-09-16
ghzszgdyGHq+T+rJ5rIFk+oVvzU=,7077314720768126976,2023-09-16
/qWodevVObzBefOlL9G9YwmI1Us=,6976639651163869185,2023-09-16
91l5GtqR+mHtJJs+rC6QSb1ZaOY=,7023335788461379584,2023-09-16
XCStAAUJP57unVleOe8umJuimoQ=,7047221582305325056,2023-09-16
vJRuVhchTJxRfBfKebWqibtnSQI=,7070410425565122560,2023-09-16
/7J6kJAljNBHoQLEmW6fq/evrj4=,6994306815849115648,2023-09-16
1rqFdtBs1L2XeI7zlmr8hrASeOI=,7012437998852087808,2023-09-16
dM5B+rNCRAtXBG2ZWibPSFLpTpU=,6983070354164396032,2023-09-16
0vWfTj3z1gchZrZtnPFnVqk2WGY=,7012446952764182528,2023-09-16
nrX7bOo8HMtnmNcUxkBF31DNGtk=,7001287174226669568,2023-09-16
+7d7khksuvtWMA5PZEJGY3l+YUo=,7029203058043609088,2023-09-16
kI7hEDU2/WUq9XW9ENrxWFVjWzY=,7015345959475834881,2023-09-16
5tkLejL1ZHETP2zRNYsFZNf3W/U=,7055681540722212864,2023-09-16
G1gjMG0SQjOvXPNZHlyRhCli1rQ=,7046880032077594624,2023-09-16
zouZUXt79xQV8NvlmmOUw3fq+sQ=,7046186060191563776,2023-09-16
NslJG2CM2HtAdV1qOBeiUEB3uqw=,7059269939035009024,2023-09-16
X/Q2gm7MrYDbocZdjvHhMhFErZI=,7057060810476457984,2023-09-16
VrSpen14R1zCG6PHg6QcnVW1uGA=,6990770716056977408,2023-09-16
imHiWDbQ9IyVcKofJvrKwVbrFGE=,7056978861518946304,2023-09-16
en72VXHX7Xy8qsIhKtbZX7UC8gQ=,7003476966376951809,2023-09-16
poxlLhBAFWahtWDK/2VA+sTJrSI=,7085336149652635651,2023-09-16
XYXgd5Zpw7an8Whc9nSV37z7+QM=,7077691584502272001,2023-09-16
VPm8IIYQWQvauW4EdW2K9zTnHjo=,7037505482143535104,2023-09-16
F6lB5MahoJwrLTVk6DrLO6eTlVI=,7072690663124844544,2023-09-16
Z09dKyFmG0MGAe7WnncaMm6NE5w=,7087874425194254336,2023-09-16
h3RZlJCSxoFMgqdQYMXq4l8wyLc=,7087474897320382464,2023-09-16
qnUGzM6NLZDJNeUVrgPxME8T1mM=,6988244200983076864,2023-09-16
sULvemDPoIU9XIa2szj0RHOIB6Q=,7042246718041579520,2023-09-16
2fnwv4TBvs8Mwzbtg48jfwYu6ec=,7065036264571342848,2023-09-16
cwvhJ4txD/qJf9NYJCD8pYZhglM=,7079793421137154048,2023-09-16
YS47NxHCvDAhsQ1fmPkHPOa60jk=,7021933074074517504,2023-09-16
qBdoSbzwjvczJWVqGoBXazuAKEk=,7074486766275072000,2023-09-16
pnk2CnskgpxcH3KmEHiuoZqBHVM=,7082813229483098115,2023-09-16
hqmCHIQwWqvYaQBLUQNmZBsOXCY=,7047336004046749696,2023-09-16
PxTq3K2vXvhFwZkFHwuLwko/wdQ=,7038908364113805312,2023-09-16
TexvI8RdboFm+s9bAbN0SGHSEsc=,7018691035560124416,2023-09-16
H5HmlBevUbw1v8MrPXua4HP3E2k=,7069466247985303552,2023-09-16
rPcNUYmHabbaciGMkqIW3taCFYA=,6996512940954705920,2023-09-16
8/eu/M55v+rpr1rmwH5GH6p5Pxc=,7048625650261250048,2023-04-03
YNE6YwnFeB7WdzwmNEhL6DT3B2M=,6878695854664941568,2022-12-20
oVAzykm+d1deKiMd2anDcToosSc=,6880165184967626752,2022-12-24
ATxwjgvmteOiTxeb1A0TQ89JoXI=,6882017751775358976,2022-12-29
2g4IKxwPJ96f1coIfurDRShgM2g=,6882319698818547713,2022-12-30
3Eeq4hHHzdmfu3/eqMS4q9CYtFg=,6883059577751904256,2023-01-01
UFGFsXB5BVuByB52UXbdhUQIMqE=,6884491176536231936,2023-01-05
4tsbV5g8uLORWSZle6P0IUtCYu8=,6884858261502218240,2023-01-06
GQ0E/ppVjnZwBkmnTvScPBskmfQ=,6885203513748541440,2023-01-07
zU3P0gQCkF88wupC7z6Fj7w4jw8=,6886320932298739712,2023-01-10
uPl4Ycy7dtGNEAPD8vBfRi6r1lo=,6886320932298739712,2023-01-10
gagr1LFDJueEGeiLSnS+YFiGVO0=,6887046758304751616,2023-01-12
6kQzrEnHYKnYiOtoHLcjdxsfCfk=,6887362927209283584,2023-01-13
cMw36jh1fGa+VuLUnW/cRhuS2bw=,6887740292485656576,2023-01-14
tGCmOn45PNw7XRFe4AytHvPAftM=,6889232097987452928,2023-01-18
N1hGJgBJl2VGS3NlWlurkOQ4/gk=,6889929977874128896,2023-01-20
mnz8K99yZNhScu/cTkour7se63M=,6890292471562412032,2023-01-21
wXSZxMYAzYSPFMBzNkVo+gL7U+Y=,6890292128162148353,2023-01-21
s6+fyoyHW0ohZYTMb5wuljQ/684=,6891364203366879233,2023-01-24
MnaklHpUc7UDZk0RyH4SQ+QQv8Q=,6892119313311227904,2023-01-26
Gm6m7gArxCd40UgyZlAj1vYJJPo=,6893900889611210753,2023-01-31
8aWlerErWE0Yh2F+e005CfDvFvQ=,6894308426542129152,2023-02-01
IWQNoqtjjAr0DOYQoPmVtitx0q8=,6895003024541257728,2023-02-03
5IPWRJyHuEq2fjk/pFsh899v+fg=,6896467995364065281,2023-02-07
z/YL4I7lCVsB3Ox6MMEaluDunuk=,6897177834604089344,2023-02-09
B+R5QXP+gvgKYzmKhI/v4evrzEM=,6897540274508423168,2023-02-10
xGEDnu+pbGVcpWYAF/L7+r+BzDo=,6897887159622451201,2023-02-11
4qQFC1twKmOHJDKruuVlP109DYA=,6898974411303841793,2023-02-14
/l+TAzDhf5BjVLDOl666ZBMAhVM=,6901911732869058560,2023-02-22
3FlFI7bvpAUZ2SG9Ijhv1sJzH2A=,6902628337731411968,2023-02-24
pKDrvIFMLnvW0/wOvXTXB1Wi+fA=,6904110447835103232,2023-02-28
Kc03OoCBN2Ds/svTOwhT4gpeN6A=,6905497319706624000,2023-03-04
/hXi4Rlbgdy1Je6GAaqGNWxgSr4=,6906599763794628608,2023-03-07
Q+PIj0hW8u6+oueHNF4w2fYskUk=,6907342954546257921,2023-03-09
O+8dyl+csC9MvWWqslNUURcBCf0=,6908049464553283584,2023-03-11
1iJ61fKZ9QlopzIBw55usOjybfQ=,6909211606904123392,2023-03-14
72O6Ib89YjnXKqkfsD9/M6wqZMA=,6909484611240620032,2023-03-15
KXxCswjD0zqv5E+wT9oqI9kjy2c=,7042464790291632128,2023-03-17
buiqW/QqGd1nucPP9+cjJ5mRJSU=,7042464790291632128,2023-03-17
NWnQiErBybSZzQj6CdcBdieKP0k=,6910299016295501824,2023-03-17
CSGBX0FZrjgPPERXGzmQznm1WMM=,6910593043968520192,2023-03-18
gUCkn+q5oDEy6sBf9njvMZUYHUI=,6911657950486876160,2023-03-21
KlVsQbBQWl9qXwLTvIQU8ExoOW4=,6912382955973672960,2023-03-23
TisD4BO5AJbJow/zMNBr4wIJHt0=,6914218306900021248,2023-03-28
p0Of2uekaacWRZPlbHxBKc+DWlY=,6914904335789211648,2023-03-30
XkPeKqHPflXlM7cDGNcbkjf8uGs=,6915281906133536768,2023-03-31
Z0IJ/aaLhHBN7/sJ0O/GdHecINc=,7047188493260787713,2023-04-04
85Rp7CUn3t7HRVcw8BmmARCtaFA=,7048595330753335297,2023-04-04
soqrMlpMWb05z2MJxulAhfyMvlk=,7048595330753335297,2023-04-04
dfjkH30bdZ6rxKWLEv9yRjUgoj8=,7047530581965852673,2023-04-04
DsyxsBAskTAGA0OW28Taaykhc/k=,7047266725326721024,2023-04-04
JOFW0CJk9zhXSSMSYMC7CULXn6I=,7047175741737734144,2023-04-04
/C1xBy01sYYYXKytouFiar8QLUQ=,7047175907874144256,2023-04-04
sS23TTBkAneImIyPFMtkFFLpnuA=,7046829093677371392,2023-04-04
1qt7ps8fvHvdJET0se+4UIXS9D8=,7046535165250056192,2023-04-04
dVFpc9rykL/GoHFoMXGm9OV5qFI=,7046487296233144321,2023-04-04
z19CvnXm2LldFQp2qRIUMfB3yQE=,7046484933661392897,2023-04-04
sKRgxUK8z2i1WvxIT9dUCIXtRv4=,7046487296233144321,2023-04-04
irSXQpc2f7dUz64GaxObKr04PL8=,7046215601702252544,2023-04-04
WhKWaFW/S7VYNIGHDDq0bM7Keok=,7046088770026156032,2023-04-04
frfIKsi5YoqSfW68HPEF+tYEKjg=,7046073569113501697,2023-04-04
68wWbvRkY3Lvx2ZQFCJMMdWaw/I=,7045076909042368512,2023-04-04
wuidTsDbGLdCw+qjQyoVE3f4M30=,7044986393705541632,2023-04-04
oJ57ImILG23Q3eR1imaxZ8c3wwk=,7045016825151045632,2023-04-04
JfoEKvl4fPahKNaIOjpQ+0Ixq9Q=,7044699641623310336,2023-04-04
8X3XxbRgbIjyIHezTlJNDDQGG24=,7044648390252498944,2023-04-04
+fh4SYh3Cw1O8FVs6ZmTu1Iqno0=,7044631421000302592,2023-04-04
rMrPrKF2B4Hy67N2aoG5/YTBEpM=,7044322198156713984,2023-04-04
rTaNNWhBgU22jP8w3LU/tbqHPFg=,7044269057386180608,2023-04-04
5n0lTb+VKX9lkLLJwiSSmc5cKWw=,7043969541055418369,2023-04-04
VmhzNAg6UJkcRBf57XuwTiakYeE=,7043929636002529280,2023-04-04
F/uIUAw6mX0Ry0jacmLwgckO3p8=,7043884100495056896,2023-04-04
Hgcavm7fsXtwkYDzrrVnZhePG7M=,7042543608842899456,2023-04-04
6IPgKkISk1fkOLIL5E2IF7R7Fto=,7042449589462855680,2023-04-04
9DDbRPS7yGiRiQBpNPZx3jJfzp8=,7042215070034006016,2023-04-04
zAIEyvFGY/6jkbPqTpIy4M+HHSc=,7041785432065417217,2023-04-04
yDtxLhaewxcp1hk3KYSz+eNp7f0=,7041416326514425857,2023-04-04
66UxEV9nY9EFkYKAkZ9dS0hEPCw=,7041143445301694464,2023-04-04
zasYLfEt8rHCoDww/dhfKOaof34=,7041062890023374849,2023-04-04
Q00MzaF5RjPoysO3NUd0JuazdQE=,7039928215963926528,2023-04-04
wGi1mshrnmuqx0oJ4kmqTHWEm+w=,7039924153948282880,2023-04-04
Kd71buwgZNqw/KU02jxkbLXvdKs=,7039665643482210304,2023-04-04
b1aA+FR5BPEixyfP0aXiTE8EEGA=,7039618162903957504,2023-04-04
MqcKyRkHCijbqlXkqI5nBPdYGgE=,7039331537670082560,2023-04-04
3h8F6Rji2IxRnCu4B5FkqRCUrpg=,7039239311531143169,2023-04-04
v1jOJy1ahFeB6Q5GgqOIxv3wA14=,7038855928405778432,2023-04-04
8wGRAAvGdeDavDiptIJdosK/ONo=,7038825727533731841,2023-04-04
Vt0JAlpylhH1RJpPR0Ivjsx9eNY=,7038557681653088256,2023-04-04
LJIzmBIDgbWv7mFd8H2Qk9Rc9U8=,7037398897291399169,2023-04-04
x8mOCYxvXAKq1DbnWwR1t/96nFg=,7037095812371255297,2023-04-04
TkUb/zyjXp3lb9IgXKd1CYo9sk4=,7037051503479578627,2023-04-04
m7E8Xn0a5Q0MHa5MhUFYakNOM/w=,7036726635240321025,2023-04-04
O76Il/R+1ujAz9EVkAz5UGTWj2g=,7036697058300358656,2023-04-04
jdX1o2YKKXVrUSVG1kgP5Xy8biM=,7036330425933340672,2023-04-04
5+ZuiXiEDi3Oy1HSF6GKbzKVkFQ=,7036289001430929408,2023-04-04
O5gdwCRwA6TwIaV6/IaGcwz4DbU=,7036007661758267392,2023-04-04
EEkyYgsEdsAk6yoJUIMJPCNNO28=,7034869711456665600,2023-04-04
tqbUddPuW3AthSY/ZhXHUMxyj5c=,7034582784597782528,2023-04-04
k2Hl4JdZxXYIeMD4jIh6FMoWy+o=,7034507508102664192,2023-04-04
Dh9QiuyP0p3Hk+T0MCEKUbaokU4=,7034160296780832768,2023-04-04
3YLOMQ+Xo9hD/8BrhuTuixeV2AI=,7033847753143193601,2023-04-04
T+XO43FRc339zOw5YC3bPwIhWbM=,7033782560434372608,2023-04-04
Pd0SSZ8gySSjEqbnHm+MWUu2mt8=,7033767459195166721,2023-04-04
Dez7y6DFyR1Lfgi0k+R20/zdr4I=,7033435990627143680,2023-04-04
PwfW3g2s+jvGjxOwtuypA497JH0=,7032348844700950528,2023-04-04
latHnanNJih6R1DXoCUUNNHfS30=,7032061289636007936,2023-04-04
rxmiyxbysbvVF98GCvs7CH0ZXNQ=,7031962973820653568,2023-04-04
PHtUs6jcfR/OG8e7DITWDe1cpjw=,7031955441706295296,2023-04-04
d5Phigsm0S4cSf9vB8WANRHHKi8=,6921899911596646400,2023-04-04
zl5AP9jRaXmc3UoCC61HyDyb450=,6947601036358344704,2023-04-04
taAQFtgazSHXXsT1rQ8eqOM+Qfg=,6932418238161063937,2023-04-04
uCTLr2a/fWP7nVZ7GjX2GdTPPS0=,7031698761332518912,2023-04-04
F4pi7fswGywde02nOqyAzsd3N0E=,7031624014447972352,2023-04-04
hK+uaWCBsvHrv5CJV7wvY7hBVjk=,7031351567765168129,2023-04-04
fzTEL65sBrT3IOaebH/w6iHD3T8=,7031293629235179520,2023-04-04
d+R2HHRJHb00ZaJvbBQRRH3JG2E=,7030914351234519042,2023-04-04
U99mB4wc1x8DoaEzcCD1EG2/i/I=,7030868565712900096,2023-04-04
2UoG8X2ERay0gtassdALxDBZ274=,7030853308927934464,2023-04-04
owRH2UW7bS04RKnCRswhAg1L444=,7030174105828003840,2023-04-04
2aZvqUuKa8pDiJwg6e1CBgZfTI4=,7029811903803645952,2023-04-04
JglpShWosTAoSodrR5usnv1DGQU=,7029735958132514816,2023-04-04
+kEy2L34Rw6/jmxmZfhWAk2RM9E=,7029441421099110400,2023-04-04
yeS6Xf+CsTfRE/0UdwjCEUavDCI=,7029388782978154496,2023-04-04
lKa+By/DAebmrE+Rg1ahauHeh5M=,7029165815136481280,2023-04-04
7QAdViR/L4ZTSG7XB6mb3UbxxsU=,7029117319444393984,2023-04-04
tSxY685DuPxD2vUgDhexjPCD7ks=,7029071475756204032,2023-04-04
Yrgx07F2Zio0cZ1ntvkQ2/ji45Y=,7028709210255224832,2023-04-04
cBChOm7PNoRhQ4oaJvzgblkNQ6Q=,7028686400279506944,2023-04-04
1PrM7oJ1hbcnzTd5yVWl8gL1LBM=,7028663947641708544,2023-04-04
NEoC1WV40RSSMoGO6w9SGpzBsMg=,7028485018129743872,2023-04-04
VXqnc0CRpKNFXIe1CE3wLRwGGZI=,7028361767617531904,2023-04-04
v6MTrFJZL0TCL2mI1sj75dxKAHI=,7027637411673239552,2023-04-04
9P98jYspX3LZGohpttC5YxtxcVs=,7027259571589038080,2023-04-04
M0Eu2vhsNwe945vIIcz1PMrUyRU=,7026973260911185920,2023-04-04
w975RHkg5JctcH481CTh2oag9zk=,7026520041277845505,2023-04-04
D4Jorlz5jnN1R+danlMR9Kp9Szg=,7024791039215357952,2023-04-04
3yyb1rJFJK6XlY1V3E5MvtGmbi4=,7024692659030036480,2023-04-04
aLWu7MK0gm91Cch4HAHps+a2PCg=,7024477403762593792,2023-04-04
JAfHqfLeKrTPahp6RDLv0iUxPSs=,7024352873035558912,2023-04-04
OXQJIZ71S/rNILkUJK7wIVjVZTc=,7024081033553735680,2023-04-04
XlTSuMV5wfguag/iqNY2PY1MUFY=,7023982930368614400,2023-04-04
iA4rjGP6yNSa/K/4raM539n+0Qs=,7023726401786703872,2023-04-04
Vqa0JfIC2cRfaRZ9MwpYrexTYAc=,7023628094020227072,2023-04-04
YyM2ZIcrDf3dif5YTKz+3qoTcqc=,7023356298855399425,2023-04-04
2KTP4dEaAStBTPpJ7CKtG02vRhA=,7023273350172995585,2023-04-04
jYSew9gNsg1oQP368ndue6JvHh4=,7022214951977062400,2023-04-04
mckK2oRhCwyRSJjX7arZeTNeV1M=,7021793551130796032,2023-04-04
/50wix12hb2rOL4hbyGu+vLBSz8=,7021461271438917632,2023-04-04
oxh/7Nl1+S7XAg8geMZM2O6P7R0=,7020736776667361280,2023-04-04
T94wpeMxD9j0V5C7emnMGM2FZv0=,7019664798577528833,2023-04-04
ehv9C8pB7YmrVCQPbI8SdEr8Cfg=,7019286901169799168,2023-04-04
6ve/cnmV7IlRMS0y8FdY57cb3OU=,7019024996136087552,2023-04-04
bzR3Pgho70NzZ7AE60LzU2PBp5Y=,7018625055152631808,2023-04-04
ekyt86ZfNmSWEwDVIeXhXhK/cMk=,7018320611001204736,2023-04-04
2xSC3sD94qiRbzG+04C1Aytn6AY=,7018230340381011969,2023-04-04
VK3QZ5qsH63mNbGTnolU1kicBEM=,7017112697951457280,2023-04-04
1vzEvXGc12CMuMTPhLLC8wBVJqU=,7016750214736723968,2023-04-04
ilmA8fMrYC73nZpnVpN3+k+C2DY=,7016496035602599936,2023-04-04
cLCl9Qh3Y7Yt0eQMCvZsl4x+GeI=,7016075762118144000,2023-04-04
fgw+kjc72bYxDLZX/CsssZNJTTA=,7014256558998003712,2023-04-04
M26LdH+OgqmsMPT1X7RFAR4hkF8=,7013851327168479232,2023-04-04
Il3bOaxRRQTrXgbNHFKneLTiLmE=,7013141574985412608,2023-04-04
9N6z6QKNNMvHqkCgH2a6LMoEqFY=,7011363695607902208,2023-04-04
R8wxIktAagDL8GxaXNIQByDyi4Y=,7011314709043851264,2023-04-04
Pw5IcMuHUGzaelTyfoXaswN7T5w=,7010672665396998144,2023-04-04
Bk/YbnDAeXfVWGKRuc/ONWNhmb4=,6935666002772856833,2023-04-04
PLwnfMD1rl8FfilHta7/7CVt7Zs=,6955539369193598976,2023-04-04
dYtpBh2ybZLMPAq+sAiBTwEqaBQ=,6983486610499678208,2023-04-04
RrijoNSrKWUhUHAjG9wTp3SYGEo=,6994282592917225472,2023-04-04
